Year,Month,Organization Name - EN,Organization Name - FR,owner_org,Number of Informal Requests,Unique Packages
2024,2,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,nserc-crsng,4,3
2024,2,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada,oic-ci,1,1
2024,2,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,5,5
2024,2,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada,osfi-bsif,3,3
2024,2,Pacific Pilotage Authority Canada,Administration de pilotage du Pacifique Canada,ppa-app,1,1
2024,2,Parks Canada,Parcs Canada,pc,8,7
2024,2,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,1,1
2024,2,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada,pmprb-cepmb,1,1
2024,2,Privy Council Office,Bureau du Conseil privé,pco-bcp,117,86
2024,2,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,19,18
2024,2,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,4,3
2024,2,Public Safety Canada,Sécurité publique Canada,ps-sp,43,40
2024,2,Public Service Commission of Canada,Commission de la fonction publique du Canada,psc-cfp,14,4
2024,2,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,22,19
2024,2,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,87,78
2024,2,Shared Services Canada,Services partagés Canada,ssc-spc,4,4
2024,2,Statistics Canada,Statistique Canada,statcan,1,1
2024,2,Telefilm Canada,Téléfilm Canada,tf,1,1
2024,2,Transport Canada,Transports Canada,tc,27,21
2024,2,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,tsb-bst,5,4
2024,2,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,31,25
2024,2,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,1,1
2024,2,Vancouver Fraser Port Authority,Administration portuaire Vancouver Fraser,vfpa-apvf,2,2
2024,2,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,11,11
2024,2,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,3,3
2024,2,Yukon Environmental and Socio-economic Assessment Board,Office d’évaluation environnementale et socio-économique du Yukon,yesab-oeesy,2,2
2024,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,29,16
2024,1,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,4,4
2024,1,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",aecl-eacl,4,4
2024,1,Business Development Bank of Canada,Banque de développement du Canada,bdc,4,3
2024,1,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,78,50
2024,1,Canada Council for the Arts,Conseil des arts du Canada,cca-cac,1,1
2024,1,Canada Deposit Insurance Corporation,Société d'assurance-dépôts du Canada,cdic-sadc,1,1
2024,1,Canada Development Investment Corporation,Corporation de développement des investissements du Canada,cdev,5,4
2024,1,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,3,3
2024,1,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,3,3
2024,1,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,13,8
2024,1,Canada Post,Postes Canada,cpc-scp,1,1
2024,1,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,69,53
2024,1,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,6,5
2024,1,Canadian Air Transport Security Authority,Administration canadienne de la sûreté du transport aérien,catsa-acsta,2,1
2024,1,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,22,18
2024,1,Canadian Heritage,Patrimoine canadien,pch,92,65
2024,1,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,6,6
2024,1,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,6,5
2024,1,Canadian Museum of History,Musée canadien de l'histoire,cmc-mcc,2,2
2024,1,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,2,2
2024,1,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,4,2
2024,1,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,35,23
2024,1,Canadian Space Agency,Agence spatiale canadienne,csa-asc,11,7
2024,1,Canadian Transportation Agency,Office des transports du Canada,cta-otc,4,3
2024,1,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,7,7
2024,1,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,8,7
2024,1,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,38,34
2024,1,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,11,9
2024,1,Department of Finance Canada,Ministère des Finances Canada,fin,16,14
2024,1,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,32,21
2024,1,Department of Justice Canada,Ministère de la Justice Canada,jus,27,21
2024,1,Destination Canada,Destination Canada,ctc-cct,1,1
2024,1,Elections Canada,Élections Canada,elections,26,16
2024,1,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,53,47
2024,1,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,36,32
2024,1,Export Development Canada,Exportation et développement Canada,edc,1,1
2024,1,Federal Bridge Corporation,Société des ponts fédéraux,fbcl-spfl,1,1
2024,1,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l’Ontario,fednor,1,1
2024,1,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,feddevontario,7,7
2024,1,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,fcac-acfc,2,2
2024,1,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,8,8
2024,1,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,155,148
2024,1,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,118,102
2024,1,Health Canada,Santé Canada,hc-sc,36,30
2024,1,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,1,1
2024,1,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,621,376
2024,1,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,5,4
2024,1,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,27,25
2024,1,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,85,79
2024,1,Military Police Complaints Commission of Canada,Commission d'examen des plaintes concernant la police militaire du Canada,mpcc-cppm,1,1
2024,1,National Arts Centre,Centre national des Arts,nac-cna,1,1
2024,1,National Capital Commission,Commission de la capitale nationale,ncc-ccn,22,21
2024,1,National Defence,Défense nationale,dnd-mdn,87,76
2024,1,National Research Council Canada,Conseil national de recherches Canada,nrc-cnrc,3,1
2024,1,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,18,18
2024,1,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,nserc-crsng,1,1
2024,1,Office of the Administrator of the Ship-source Oil Pollution Fund; (operating under the name) Ship and Rail Compensation Canada,Bureau de l’administrateur de la Caisse d’indemnisation des dommages dus à la pollution par les hydrocarbures causée par les navires; (qui mène ses activités sous le nom de) Indemnisation Navire et Rail Canada,sopf-cidp,1,1
2024,1,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,ocol-clo,1,1
2024,1,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada,oic-ci,4,4
2024,1,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,8,8
2024,1,Parks Canada,Parcs Canada,pc,23,14
2024,1,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,5,5
2024,1,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada,pmprb-cepmb,1,1
2024,1,Privy Council Office,Bureau du Conseil privé,pco-bcp,62,52
2024,1,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,7,6
2024,1,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,3,3
2024,1,Public Safety Canada,Sécurité publique Canada,ps-sp,55,44
2024,1,Public Service Commission of Canada,Commission de la fonction publique du Canada,psc-cfp,4,2
2024,1,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,22,22
2024,1,RCMP External Review Committee,Comité externe d'examen de la GRC,erc-cee,1,1
2024,1,Royal Canadian Mint,Monnaie royale canadienne,mint-monnaie,2,1
2024,1,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,78,65
2024,1,Shared Services Canada,Services partagés Canada,ssc-spc,16,14
2024,1,Statistics Canada,Statistique Canada,statcan,7,5
2024,1,Sustainable Development Technology Canada,Technologies du développement durable Canada,sdtc-tddc,1,1
2024,1,Transport Canada,Transports Canada,tc,23,18
2024,1,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,tsb-bst,8,7
2024,1,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,25,23
2024,1,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,3,3
2024,1,Vancouver Fraser Port Authority,Administration portuaire Vancouver Fraser,vfpa-apvf,1,1
2024,1,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,11,10
2024,1,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,2,2
2023,12,Accessibility Standards Canada,Normes d’accessibilité Canada,casdo-ocena,2,1
2023,12,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,3,3
2023,12,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,21,15
2023,12,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,2,2
2023,12,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",aecl-eacl,4,4
2023,12,Business Development Bank of Canada,Banque de développement du Canada,bdc,1,1
2023,12,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,45,31
2023,12,Canada Development Investment Corporation,Corporation de développement des investissements du Canada,cdev,3,2
2023,12,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,1,1
2023,12,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,22,16
2023,12,Canada Post,Postes Canada,cpc-scp,3,2
2023,12,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,14,14
2023,12,Canadian Air Transport Security Authority,Administration canadienne de la sûreté du transport aérien,catsa-acsta,2,2
2023,12,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,9,9
2023,12,Canadian Heritage,Patrimoine canadien,pch,41,39
2023,12,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,1,1
2023,12,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,2,2
2023,12,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,1,1
2023,12,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,4,2
2023,12,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,35,28
2023,12,Canadian Space Agency,Agence spatiale canadienne,csa-asc,4,4
2023,12,Canadian Transportation Agency,Office des transports du Canada,cta-otc,2,2
2023,12,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,3,3
2023,12,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,5,4
2023,12,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,22,16
2023,12,Department of Finance Canada,Ministère des Finances Canada,fin,32,29
2023,12,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,7,5
2023,12,Department of Justice Canada,Ministère de la Justice Canada,jus,26,22
2023,12,Elections Canada,Élections Canada,elections,1,1
2023,12,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,32,28
2023,12,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,15,14
2023,12,Export Development Canada,Exportation et développement Canada,edc,1,1
2023,12,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,2,2
2023,12,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,16,12
2023,12,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,33,29
2023,12,Health Canada,Santé Canada,hc-sc,16,15
2023,12,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,8,5
2023,12,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,626,331
2023,12,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,iaac-aeic,3,3
2023,12,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,12,12
2023,12,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,33,30
2023,12,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,19,19
2023,12,National Capital Commission,Commission de la capitale nationale,ncc-ccn,11,11
